prompt_input,sql_query,status,hint
"Which sales orders have the longest lead times, and what factors contribute to these delays?","SELECT   sale_order.id AS order_id,   sale_order.date_order AS start_date,   sale_order.commitment_date AS end_date,   sale_order.commitment_date - sale_order.date_order AS lead_time,   sale_order_line.product_id,   product_product.name AS product_name,   stock_move.picking_id,   stock_picking.name AS picking_name,   stock_picking.date AS picking_date,   stock_picking.scheduled_date AS picking_scheduled_date,   stock_picking.state AS picking_state,   stock_move.quantity_done,   stock_move.delay_factor,   stock_move.delay_category FROM sale_order JOIN sale_order_line ON sale_order.id = sale_order_line.order_id LEFT JOIN stock_move ON sale_order_line.product_id = stock_move.product_id LEFT JOIN stock_picking ON stock_move.picking_id = stock_picking.id LEFT JOIN product_product ON stock_move.product_id = product_product.id WHERE   stock_picking.state NOT IN ('done', 'cancel') GROUP BY   order_id,   start_date,   end_date,   product_id,   picking_id,   quantity_done ORDER BY   lead_time DESC; ",0,"relation ""stock_move"" does not exist"
"Which sales orders have the longest lead times, and what factors contribute to these delays?","WITH SalesOrderLeadTime AS (   SELECT     so.id AS sales_order_id,     so.date_order AS order_date,     so.state AS order_state,     so.date_planned_delivery AS planned_delivery_date,     EXTRACT(EPOCH FROM (       so.date_planned_delivery - so.date_order     )) AS lead_time_seconds   FROM sale_order AS so ), MaxLeadTime AS (   SELECT     MAX(lead_time_seconds) AS max_lead_time   FROM SalesOrderLeadTime ) SELECT   solt.sales_order_id,   solt.order_date,   solt.order_state,   solt.planned_delivery_date,   solt.lead_time_seconds,   (     SELECT       name     FROM product_template AS pt     WHERE       pt.id = sol.product_id   ) AS product_name,   (     SELECT       name     FROM product_category AS pc     WHERE       pc.id = pt.categ_id   ) AS product_category FROM SalesOrderLeadTime AS solt JOIN MaxLeadTime AS mlt   ON solt.lead_time_seconds = mlt.max_lead_time JOIN sale_order_line AS sol   ON sol.order_id = solt.sales_order_id; ",0,column so.date_planned_delivery does not exist
What is the average number of revisions per sales order before finalization?,"SELECT AVG(revision_count) as avg_revisions_per_order FROM (     SELECT sale_order_id as order_id, COUNT(id) as revision_count     FROM sale_order_revision     GROUP BY sale_order_id ) AS subquery; ",0,"relation ""sale_order_revision"" does not exist"
How many sales orders are associated with upsell or cross-sell opportunities?,SELECT COUNT(DISTINCT so.id) FROM sale_order so JOIN sale_order_line sol ON so.id = sol.order_id WHERE sol.is_upsell = TRUE OR sol.is_cross_sell = TRUE; ,0,column sol.is_upsell does not exist
"Which sales orders have the highest customer satisfaction ratings, and what attributes contribute to their success?","SELECT     sale_order.id AS order_id,     sale_order_line.product_id AS product_id,     sale_order_line.name AS product_name,     sale_order_line.price_unit AS unit_price,     sale_order_line.product_uom_qty AS quantity,     (sale_order_line.price_unit * sale_order_line.product_uom_qty) AS total_price FROM     sale_order JOIN     sale_order_line ON sale_order.id = sale_order_line.order_id WHERE     sale_order.id IN (         SELECT             order_id         FROM             customer_feedback_data         WHERE             customer_satisfaction_rating = (SELECT MAX(customer_satisfaction_rating) FROM customer_feedback_data)     ) ORDER BY     total_price DESC; ",0,"relation ""customer_feedback_data"" does not exist"
What is the average order size in terms of quantity or monetary value?,SELECT AVG(order_size) FROM (     SELECT SUM(product_uom_qty) as order_size     FROM sale_order_line     GROUP BY order_id ) as subquery; ,1,
How many sales orders require special handling or customization?,SELECT COUNT(DISTINCT so.id) FROM sale_order AS so JOIN sale_order_line AS sol ON so.id = sol.order_id WHERE sol.special_handling = true OR sol.customization_required = true; ,0,column sol.special_handling does not exist
What is the average sales order conversion rate from quotes or proposals?What is the average sales order conversion rate from quotes or proposals?,SELECT AVG(conversion_rate) AS avg_conversion_rate FROM (     SELECT (         SUM(CASE WHEN sale_order_id IS NOT NULL THEN 1 ELSE 0 END) / COUNT(*)     ) AS conversion_rate     FROM crm_lead     GROUP BY id ) AS subquery; ,0,"relation ""crm_lead"" does not exist"
Which sales orders have the highest profit-to-cost ratio?,"SELECT so.id AS order_id, MAX((so.amount_total - sol.cost) / sol.cost) AS profit_cost_ratio FROM sale_order AS so JOIN sale_order_line AS sol ON so.id = sol.order_id GROUP BY so.id ORDER BY profit_cost_ratio DESC LIMIT 1; ",0,column sol.cost does not exist
What is the average time taken to resolve sales order disputes or issues?,SELECT AVG(resolution_time) FROM (     SELECT (sale_order_dispute.resolved_date - sale_order_dispute.dispute_date) AS resolution_time     FROM sale_order_dispute ) AS subquery; ,0,"relation ""sale_order_dispute"" does not exist"
What is the average time taken to resolve sales order disputes or issues?,SELECT   AVG(resolved_date - dispute_date) AS avg_resolution_time FROM sales_order_disputes WHERE   resolved_date IS NOT NULL; ,0,"relation ""sales_order_disputes"" does not exist"
"What is the average number of interactions (calls, emails, meetings) required to close a sales order?",SELECT AVG(interaction_count) AS avg_interactions_to_close FROM (     SELECT COUNT(id) AS interaction_count     FROM crm_lead_event_rel     GROUP BY sale_order_id ) AS subquery; ,0,"relation ""crm_lead_event_rel"" does not exist"
